Year,Season,NOC,Total_Medals,Gold,Silver,Bronze,Men_Medals,Women_Medals,Is_Host
2000,Summer,FIN,4,2,1,1,4.0,0.0,0
2000,Summer,ARG,4,0,2,2,2.0,2.0,0
2000,Summer,UZB,4,1,1,2,4.0,0.0,0
2000,Summer,IRI,4,3,0,1,4.0,0.0,0
2000,Summer,NZL,4,1,0,3,3.0,1.0,0
2000,Summer,PRK,4,0,1,3,2.0,2.0,0
2000,Summer,AZE,3,2,0,1,2.0,1.0,0
2000,Summer,NGR,3,1,2,0,1.0,2.0,0
2000,Summer,SCG,3,1,1,1,2.0,1.0,0
2000,Summer,AUT,3,2,1,0,2.0,1.0,0
2000,Summer,BAH,3,2,0,1,1.0,2.0,0
2000,Summer,EST,3,1,0,2,3.0,0.0,0
2000,Summer,LAT,3,1,1,1,3.0,0.0,0
2000,Summer,THA,3,1,0,2,2.0,1.0,0
2000,Summer,SLO,2,2,0,0,2.0,0.0,0
2000,Summer,CRO,2,1,0,1,2.0,0.0,0
2000,Summer,KSA,2,0,1,1,2.0,0.0,0
2000,Summer,TTO,2,0,1,1,2.0,0.0,0
2000,Summer,POR,2,0,0,2,1.0,1.0,0
2000,Summer,MDA,2,0,1,1,2.0,0.0,0
2000,Summer,CRC,2,0,0,2,0.0,2.0,0
2000,Summer,CMR,1,1,0,0,1.0,0.0,0
2000,Summer,KUW,1,0,0,1,1.0,0.0,0
2000,Summer,SRI,1,0,1,0,0.0,1.0,0
2000,Summer,KGZ,1,0,0,1,1.0,0.0,0
2000,Summer,QAT,1,0,0,1,1.0,0.0,0
2000,Summer,ISL,1,0,0,1,0.0,1.0,0
2000,Summer,BAR,1,0,0,1,1.0,0.0,0
2000,Summer,CHI,1,0,0,1,1.0,0.0,0
2000,Summer,MOZ,1,1,0,0,0.0,1.0,0
2000,Summer,IND,1,0,0,1,0.0,1.0,0
2000,Summer,ISR,1,0,0,1,1.0,0.0,0
2000,Summer,ARM,1,0,0,1,1.0,0.0,0
2000,Summer,URU,1,0,1,0,1.0,0.0,0
2000,Summer,COL,1,1,0,0,0.0,1.0,0
2000,Summer,MKD,1,0,0,1,1.0,0.0,0
2000,Summer,IRL,1,0,1,0,0.0,1.0,0
2000,Summer,VIE,1,0,1,0,0.0,1.0,0
2000,Summer,EGY,0,0,0,0,0.0,0.0,0
2000,Summer,PAK,0,0,0,0,0.0,0.0,0
2000,Summer,MAS,0,0,0,0,0.0,0.0,0
2000,Summer,BRU,0,0,0,0,0.0,0.0,0
2000,Summer,SUD,0,0,0,0,0.0,0.0,0
2000,Summer,BRN,0,0,0,0,0.0,0.0,0
2000,Summer,SYR,0,0,0,0,0.0,0.0,0
2000,Summer,JOR,0,0,0,0,0.0,0.0,0
2000,Summer,UGA,0,0,0,0,0.0,0.0,0
2000,Summer,GHA,0,0,0,0,0.0,0.0,0
2000,Summer,SUR,0,0,0,0,0.0,0.0,0
2000,Summer,SOM,0,0,0,0,0.0,0.0,0
2000,Summer,LBA,0,0,0,0,0.0,0.0,0
2000,Summer,PLW,0,0,0,0,0.0,0.0,0
2000,Summer,DMA,0,0,0,0,0.0,0.0,0
2000,Summer,ANG,0,0,0,0,0.0,0.0,0
2000,Summer,IRQ,0,0,0,0,0.0,0.0,0
2000,Summer,MDV,0,0,0,0,0.0,0.0,0
2000,Summer,PER,0,0,0,0,0.0,0.0,0
2000,Summer,CIV,0,0,0,0,0.0,0.0,0
2000,Summer,CYP,0,0,0,0,0.0,0.0,0
2000,Summer,BAN,0,0,0,0,0.0,0.0,0
2000,Summer,LIB,0,0,0,0,0.0,0.0,0
2000,Summer,OMA,0,0,0,0,0.0,0.0,0
2000,Summer,PLE,0,0,0,0,0.0,0.0,0
2000,Summer,YEM,0,0,0,0,0.0,0.0,0
2000,Summer,UAE,0,0,0,0,0.0,0.0,0
2000,Summer,NIG,0,0,0,0,0.0,0.0,0
2000,Summer,DJI,0,0,0,0,0.0,0.0,0
2000,Summer,GUY,0,0,0,0,0.0,0.0,0
2000,Summer,VEN,0,0,0,0,0.0,0.0,0
2000,Summer,IOA,0,0,0,0,0.0,0.0,0
2000,Summer,SMR,0,0,0,0,0.0,0.0,0
2000,Summer,MLT,0,0,0,0,0.0,0.0,0
2000,Summer,LUX,0,0,0,0,0.0,0.0,0
2000,Summer,GBS,0,0,0,0,0.0,0.0,0
2000,Summer,TUN,0,0,0,0,0.0,0.0,0
2000,Summer,ERI,0,0,0,0,0.0,0.0,0
2000,Summer,TKM,0,0,0,0,0.0,0.0,0
2000,Summer,MAD,0,0,0,0,0.0,0.0,0
2000,Summer,MRI,0,0,0,0,0.0,0.0,0
2000,Summer,MGL,0,0,0,0,0.0,0.0,0
2000,Summer,GUI,0,0,0,0,0.0,0.0,0
2000,Summer,CGO,0,0,0,0,0.0,0.0,0
2000,Summer,VIN,0,0,0,0,0.0,0.0,0
2000,Summer,TOG,0,0,0,0,0.0,0.0,0
2000,Summer,ECU,0,0,0,0,0.0,0.0,0
2000,Summer,SEY,0,0,0,0,0.0,0.0,0
2000,Summer,GEQ,0,0,0,0,0.0,0.0,0
2000,Summer,ANT,0,0,0,0,0.0,0.0,0
2000,Summer,BOT,0,0,0,0,0.0,0.0,0
2000,Summer,SKN,0,0,0,0,0.0,0.0,0
2000,Summer,PAN,0,0,0,0,0.0,0.0,0
2000,Summer,COM,0,0,0,0,0.0,0.0,0
2000,Summer,TAN,0,0,0,0,0.0,0.0,0
2000,Summer,ISV,0,0,0,0,0.0,0.0,0
2000,Summer,SLE,0,0,0,0,0.0,0.0,0
2000,Summer,AND,0,0,0,0,0.0,0.0,0
2000,Summer,MON,0,0,0,0,0.0,0.0,0
2000,Summer,SWZ,0,0,0,0,0.0,0.0,0
2000,Summer,ARU,0,0,0,0,0.0,0.0,0
2000,Summer,ZIM,0,0,0,0,0.0,0.0,0
2000,Summer,GUA,0,0,0,0,0.0,0.0,0
2000,Summer,NEP,0,0,0,0,0.0,0.0,0
2000,Summer,PNG,0,0,0,0,0.0,0.0,0
2000,Summer,GAB,0,0,0,0,0.0,0.0,0
2000,Summer,SGP,0,0,0,0,0.0,0.0,0
2000,Summer,PHI,0,0,0,0,0.0,0.0,0
2000,Summer,BER,0,0,0,0,0.0,0.0,0
2000,Summer,PUR,0,0,0,0,0.0,0.0,0
2000,Summer,ZAM,0,0,0,0,0.0,0.0,0
2000,Summer,DOM,0,0,0,0,0.0,0.0,0
2000,Summer,BOL,0,0,0,0,0.0,0.0,0
2000,Summer,MLI,0,0,0,0,0.0,0.0,0
2000,Summer,PAR,0,0,0,0,0.0,0.0,0
2000,Summer,HON,0,0,0,0,0.0,0.0,0
2000,Summer,HKG,0,0,0,0,0.0,0.0,0
2000,Summer,MYA,0,0,0,0,0.0,0.0,0
2000,Summer,MAW,0,0,0,0,0.0,0.0,0
2000,Summer,GUM,0,0,0,0,0.0,0.0,0
2000,Summer,BHU,0,0,0,0,0.0,0.0,0
2000,Summer,SEN,0,0,0,0,0.0,0.0,0
2000,Summer,HAI,0,0,0,0,0.0,0.0,0
2000,Summer,IVB,0,0,0,0,0.0,0.0,0
2000,Summer,CAF,0,0,0,0,0.0,0.0,0
2000,Summer,LBR,0,0,0,0,0.0,0.0,0
2000,Summer,NCA,0,0,0,0,0.0,0.0,0
2000,Summer,BEN,0,0,0,0,0.0,0.0,0
2000,Summer,AHO,0,0,0,0,0.0,0.0,0
2000,Summer,MTN,0,0,0,0,0.0,0.0,0
2000,Summer,ESA,0,0,0,0,0.0,0.0,0
2000,Summer,CPV,0,0,0,0,0.0,0.0,0
2000,Summer,TJK,0,0,0,0,0.0,0.0,0
2000,Summer,BIH,0,0,0,0,0.0,0.0,0
2000,Summer,GAM,0,0,0,0,0.0,0.0,0
2000,Summer,LIE,0,0,0,0,0.0,0.0,0
2000,Summer,NAM,0,0,0,0,0.0,0.0,0
2000,Summer,RWA,0,0,0,0,0.0,0.0,0
2000,Summer,STP,0,0,0,0,0.0,0.0,0
2000,Summer,BDI,0,0,0,0,0.0,0.0,0
2000,Summer,CAM,0,0,0,0,0.0,0.0,0
2000,Summer,LCA,0,0,0,0,0.0,0.0,0
2000,Summer,SOL,0,0,0,0,0.0,0.0,0
2000,Summer,GRN,0,0,0,0,0.0,0.0,0
2000,Summer,SAM,0,0,0,0,0.0,0.0,0
2000,Summer,BIZ,0,0,0,0,0.0,0.0,0
2000,Summer,COD,0,0,0,0,0.0,0.0,0
2000,Summer,VAN,0,0,0,0,0.0,0.0,0
2000,Summer,LES,0,0,0,0,0.0,0.0,0
2000,Summer,LAO,0,0,0,0,0.0,0.0,0
2000,Summer,TGA,0,0,0,0,0.0,0.0,0
2000,Summer,ALB,0,0,0,0,0.0,0.0,0
2000,Summer,CAY,0,0,0,0,0.0,0.0,0
2000,Summer,FSM,0,0,0,0,0.0,0.0,0
2000,Summer,ASA,0,0,0,0,0.0,0.0,0
2000,Summer,CHA,0,0,0,0,0.0,0.0,0
2000,Summer,FIJ,0,0,0,0,0.0,0.0,0
2000,Summer,BUR,0,0,0,0,0.0,0.0,0
2000,Summer,NRU,0,0,0,0,0.0,0.0,0
2000,Summer,COK,0,0,0,0,0.0,0.0,0
2002,Winter,GER,36,12,16,8,15.0,21.0,0
2002,Winter,USA,34,10,13,11,23.0,11.0,1
2002,Winter,NOR,24,12,5,7,17.0,7.0,0
2002,Winter,CAN,17,7,3,7,8.0,9.0,0
2002,Winter,AUT,17,3,4,10,15.0,2.0,0
2002,Winter,RUS,13,5,4,4,6.0,7.0,0
2002,Winter,ITA,13,4,4,5,4.0,9.0,0
2002,Winter,SUI,11,3,2,6,7.0,4.0,0
2002,Winter,FRA,11,4,5,2,5.0,6.0,0
2002,Winter,CHN,8,2,2,4,2.0,6.0,0
2002,Winter,NED,8,3,5,0,6.0,2.0,0
2002,Winter,FIN,7,4,2,1,7.0,0.0,0
2002,Winter,SWE,7,0,2,5,2.0,5.0,0
2002,Winter,KOR,4,2,2,0,0.0,4.0,0
2002,Winter,CRO,4,3,1,0,0.0,4.0,0
2002,Winter,EST,3,1,1,1,3.0,0.0,0
2002,Winter,CZE,3,1,2,0,1.0,2.0,0
2002,Winter,BUL,3,0,1,2,0.0,3.0,0
2002,Winter,POL,2,0,1,1,2.0,0.0,0
2002,Winter,GBR,2,1,0,1,0.0,2.0,0
2002,Winter,JPN,2,0,1,1,1.0,1.0,0
2002,Winter,AUS,2,2,0,0,1.0,1.0,0
2002,Winter,BLR,1,0,0,1,1.0,0.0,0
2002,Winter,SLO,1,0,0,1,1.0,0.0,0
2002,Winter,ISV,0,0,0,0,0.0,0.0,0
2002,Winter,UKR,0,0,0,0,0.0,0.0,0
2002,Winter,KAZ,0,0,0,0,0.0,0.0,0
2002,Winter,TTO,0,0,0,0,0.0,0.0,0
2002,Winter,GEO,0,0,0,0,0.0,0.0,0
2002,Winter,TUR,0,0,0,0,0.0,0.0,0
2002,Winter,ARM,0,0,0,0,0.0,0.0,0
2002,Winter,ROU,0,0,0,0,0.0,0.0,0
2002,Winter,AND,0,0,0,0,0.0,0.0,0
2002,Winter,BRA,0,0,0,0,0.0,0.0,0
2002,Winter,ARG,0,0,0,0,0.0,0.0,0
2002,Winter,LAT,0,0,0,0,0.0,0.0,0
2002,Winter,SVK,0,0,0,0,0.0,0.0,0
2002,Winter,GRE,0,0,0,0,0.0,0.0,0
2002,Winter,HUN,0,0,0,0,0.0,0.0,0
2002,Winter,LTU,0,0,0,0,0.0,0.0,0
2002,Winter,CHI,0,0,0,0,0.0,0.0,0
2002,Winter,MGL,0,0,0,0,0.0,0.0,0
2002,Winter,BIH,0,0,0,0,0.0,0.0,0
2002,Winter,ISR,0,0,0,0,0.0,0.0,0
2002,Winter,DEN,0,0,0,0,0.0,0.0,0
2002,Winter,ISL,0,0,0,0,0.0,0.0,0
2002,Winter,VEN,0,0,0,0,0.0,0.0,0
2002,Winter,KEN,0,0,0,0,0.0,0.0,0
2002,Winter,JAM,0,0,0,0,0.0,0.0,0
2002,Winter,LIE,0,0,0,0,0.0,0.0,0
2002,Winter,MDA,0,0,0,0,0.0,0.0,0
2002,Winter,MON,0,0,0,0,0.0,0.0,0
2002,Winter,MEX,0,0,0,0,0.0,0.0,0
2002,Winter,TPE,0,0,0,0,0.0,0.0,0
2002,Winter,KGZ,0,0,0,0,0.0,0.0,0
2002,Winter,NZL,0,0,0,0,0.0,0.0,0
2002,Winter,BEL,0,0,0,0,0.0,0.0,0
2002,Winter,MKD,0,0,0,0,0.0,0.0,0
2002,Winter,IRL,0,0,0,0,0.0,0.0,0
2002,Winter,SCG,0,0,0,0,0.0,0.0,0
2002,Winter,TJK,0,0,0,0,0.0,0.0,0
2002,Winter,ESP,0,0,0,0,0.0,0.0,0
2002,Winter,AZE,0,0,0,0,0.0,0.0,0
2002,Winter,LIB,0,0,0,0,0.0,0.0,0
2002,Winter,SMR,0,0,0,0,0.0,0.0,0
2002,Winter,RSA,0,0,0,0,0.0,0.0,0
2002,Winter,IRI,0,0,0,0,0.0,0.0,0
2002,Winter,IND,0,0,0,0,0.0,0.0,0
2002,Winter,NEP,0,0,0,0,0.0,0.0,0
2002,Winter,CYP,0,0,0,0,0.0,0.0,0
2002,Winter,CRC,0,0,0,0,0.0,0.0,0
2002,Winter,UZB,0,0,0,0,0.0,0.0,0
2002,Winter,CMR,0,0,0,0,0.0,0.0,0
2002,Winter,THA,0,0,0,0,0.0,0.0,0
2002,Winter,HKG,0,0,0,0,0.0,0.0,0
2002,Winter,BER,0,0,0,0,0.0,0.0,0
2002,Winter,FIJ,0,0,0,0,0.0,0.0,0
2004,Summer,USA,101,36,39,26,59.0,42.0,0
2004,Summer,RUS,90,28,26,36,51.0,39.0,0
2004,Summer,CHN,63,32,17,14,23.0,40.0,0
2004,Summer,AUS,50,17,16,17,27.0,23.0,0
2004,Summer,GER,49,13,16,20,26.0,23.0,0
2004,Summer,JPN,37,16,9,12,20.0,17.0,0
2004,Summer,FRA,33,11,9,13,17.0,16.0,0
2004,Summer,ITA,32,10,11,11,23.0,9.0,0
2004,Summer,GBR,30,9,9,12,17.0,13.0,0
2004,Summer,KOR,30,9,12,9,18.0,12.0,0
2004,Summer,CUB,27,9,7,11,16.0,11.0,0
2004,Summer,NED,22,4,9,9,9.0,13.0,0
2004,Summer,UKR,22,8,5,9,10.0,12.0,0
2004,Summer,ESP,20,3,11,6,14.0,6.0,0
2004,Summer,ROU,19,8,5,6,7.0,12.0,0
2004,Summer,HUN,17,8,6,3,10.0,7.0,0
2004,Summer,GRE,16,6,6,4,8.0,8.0,1
2004,Summer,BLR,13,2,5,6,7.0,6.0,0
2004,Summer,BUL,12,2,1,9,8.0,4.0,0
2004,Summer,CAN,12,3,6,3,6.0,6.0,0
2004,Summer,TUR,11,3,3,5,10.0,1.0,0
2004,Summer,BRA,10,5,2,3,8.0,2.0,0
2004,Summer,POL,10,3,2,5,3.0,7.0,0
2004,Summer,CZE,9,1,3,5,5.0,4.0,0
2004,Summer,KAZ,8,1,4,3,8.0,0.0,0
2004,Summer,DEN,8,2,1,5,5.0,3.0,0
2004,Summer,THA,8,3,1,4,3.0,5.0,0
2004,Summer,SWE,7,4,2,1,4.0,3.0,0
2004,Summer,ETH,7,2,3,2,3.0,4.0,0
2004,Summer,AUT,7,2,4,1,5.0,2.0,0
2004,Summer,KEN,7,1,4,2,5.0,2.0,0
2004,Summer,NOR,6,5,0,1,4.0,2.0,0
2004,Summer,ARG,6,2,0,4,3.0,3.0,0
2004,Summer,IRI,6,2,2,2,6.0,0.0,0
2004,Summer,SVK,6,2,2,2,5.0,1.0,0
2004,Summer,RSA,6,1,3,2,5.0,1.0,0
2004,Summer,EGY,5,1,1,3,5.0,0.0,0
2004,Summer,AZE,5,1,0,4,3.0,2.0,0
2004,Summer,UZB,5,2,1,2,5.0,0.0,0
2004,Summer,NZL,5,3,2,0,3.0,2.0,0
2004,Summer,SUI,5,1,1,3,4.0,1.0,0
2004,Summer,JAM,5,2,1,2,1.0,4.0,0
2004,Summer,CRO,5,1,2,2,5.0,0.0,0
2004,Summer,TPE,5,2,2,1,3.0,2.0,0
2004,Summer,PRK,5,0,4,1,2.0,3.0,0
2004,Summer,INA,4,1,1,2,3.0,1.0,0
2004,Summer,MEX,4,0,3,1,1.0,3.0,0
2004,Summer,GEO,4,2,2,0,4.0,0.0,0
2004,Summer,SLO,4,0,1,3,2.0,2.0,0
2004,Summer,LAT,4,0,4,0,3.0,1.0,0
2004,Summer,EST,3,0,1,2,3.0,0.0,0
2004,Summer,LTU,3,1,2,0,2.0,1.0,0
2004,Summer,MAR,3,2,1,0,2.0,1.0,0
2004,Summer,POR,3,0,2,1,3.0,0.0,0
2004,Summer,CHI,3,2,0,1,3.0,0.0,0
2004,Summer,ZIM,3,1,1,1,0.0,3.0,0
2004,Summer,BEL,3,1,0,2,1.0,2.0,0
2004,Summer,FIN,2,0,2,0,2.0,0.0,0
2004,Summer,NGR,2,0,0,2,2.0,0.0,0
2004,Summer,VEN,2,0,0,2,1.0,1.0,0
2004,Summer,BAH,2,1,0,1,0.0,2.0,0
2004,Summer,COL,2,0,0,2,0.0,2.0,0
2004,Summer,ISR,2,1,0,1,2.0,0.0,0
2004,Summer,SCG,2,0,2,0,1.0,1.0,0
2004,Summer,IND,1,0,1,0,1.0,0.0,0
2004,Summer,SYR,1,0,0,1,1.0,0.0,0
2004,Summer,UAE,1,1,0,0,1.0,0.0,0
2004,Summer,TTO,1,0,0,1,1.0,0.0,0
2004,Summer,MGL,1,0,0,1,1.0,0.0,0
2004,Summer,DOM,1,1,0,0,1.0,0.0,0
2004,Summer,CMR,1,1,0,0,0.0,1.0,0
2004,Summer,PAR,1,0,1,0,1.0,0.0,0
2004,Summer,HKG,1,0,1,0,1.0,0.0,0
2004,Summer,ERI,1,0,0,1,1.0,0.0,0
2004,Summer,NCA,0,0,0,0,0.0,0.0,0
2004,Summer,IRQ,0,0,0,0,0.0,0.0,0
2004,Summer,QAT,0,0,0,0,0.0,0.0,0
2004,Summer,PAK,0,0,0,0,0.0,0.0,0
2004,Summer,TJK,0,0,0,0,0.0,0.0,0
2004,Summer,KGZ,0,0,0,0,0.0,0.0,0
2004,Summer,MLI,0,0,0,0,0.0,0.0,0
2004,Summer,JOR,0,0,0,0,0.0,0.0,0
2004,Summer,SUD,0,0,0,0,0.0,0.0,0
2004,Summer,PLE,0,0,0,0,0.0,0.0,0
2004,Summer,LBA,0,0,0,0,0.0,0.0,0
2004,Summer,SOM,0,0,0,0,0.0,0.0,0
2004,Summer,ALG,0,0,0,0,0.0,0.0,0
2004,Summer,ARM,0,0,0,0,0.0,0.0,0
2004,Summer,MLT,0,0,0,0,0.0,0.0,0
2004,Summer,BIZ,0,0,0,0,0.0,0.0,0
2004,Summer,PUR,0,0,0,0,0.0,0.0,0
2004,Summer,BER,0,0,0,0,0.0,0.0,0
2004,Summer,UGA,0,0,0,0,0.0,0.0,0
2004,Summer,SAM,0,0,0,0,0.0,0.0,0
2004,Summer,CYP,0,0,0,0,0.0,0.0,0
2004,Summer,BAN,0,0,0,0,0.0,0.0,0
2004,Summer,YEM,0,0,0,0,0.0,0.0,0
2004,Summer,KSA,0,0,0,0,0.0,0.0,0
2004,Summer,LIB,0,0,0,0,0.0,0.0,0
2004,Summer,KUW,0,0,0,0,0.0,0.0,0
2004,Summer,BRN,0,0,0,0,0.0,0.0,0
2004,Summer,OMA,0,0,0,0,0.0,0.0,0
2004,Summer,BEN,0,0,0,0,0.0,0.0,0
2004,Summer,NIG,0,0,0,0,0.0,0.0,0
2004,Summer,ISL,0,0,0,0,0.0,0.0,0
2004,Summer,CAF,0,0,0,0,0.0,0.0,0
2004,Summer,MDV,0,0,0,0,0.0,0.0,0
2004,Summer,BAR,0,0,0,0,0.0,0.0,0
2004,Summer,CIV,0,0,0,0,0.0,0.0,0
2004,Summer,ANG,0,0,0,0,0.0,0.0,0
2004,Summer,TLS,0,0,0,0,0.0,0.0,0
2004,Summer,NAM,0,0,0,0,0.0,0.0,0
2004,Summer,SMR,0,0,0,0,0.0,0.0,0
2004,Summer,BRU,0,0,0,0,0.0,0.0,0
2004,Summer,MAD,0,0,0,0,0.0,0.0,0
2004,Summer,GHA,0,0,0,0,0.0,0.0,0
2004,Summer,LAO,0,0,0,0,0.0,0.0,0
2004,Summer,IRL,0,0,0,0,0.0,0.0,0
2004,Summer,GUA,0,0,0,0,0.0,0.0,0
2004,Summer,CRC,0,0,0,0,0.0,0.0,0
2004,Summer,GRN,0,0,0,0,0.0,0.0,0
2004,Summer,SEY,0,0,0,0,0.0,0.0,0
2004,Summer,TUN,0,0,0,0,0.0,0.0,0
2004,Summer,AFG,0,0,0,0,0.0,0.0,0
2004,Summer,COD,0,0,0,0,0.0,0.0,0
2004,Summer,SEN,0,0,0,0,0.0,0.0,0
2004,Summer,MAS,0,0,0,0,0.0,0.0,0
2004,Summer,NEP,0,0,0,0,0.0,0.0,0
2004,Summer,ANT,0,0,0,0,0.0,0.0,0
2004,Summer,CGO,0,0,0,0,0.0,0.0,0
2004,Summer,SLE,0,0,0,0,0.0,0.0,0
2004,Summer,HON,0,0,0,0,0.0,0.0,0
2004,Summer,BOT,0,0,0,0,0.0,0.0,0
2004,Summer,TKM,0,0,0,0,0.0,0.0,0
2004,Summer,TAN,0,0,0,0,0.0,0.0,0
2004,Summer,AND,0,0,0,0,0.0,0.0,0
2004,Summer,HAI,0,0,0,0,0.0,0.0,0
2004,Summer,GAB,0,0,0,0,0.0,0.0,0
2004,Summer,ARU,0,0,0,0,0.0,0.0,0
2004,Summer,MDA,0,0,0,0,0.0,0.0,0
2004,Summer,PER,0,0,0,0,0.0,0.0,0
2004,Summer,PNG,0,0,0,0,0.0,0.0,0
2004,Summer,FSM,0,0,0,0,0.0,0.0,0
2004,Summer,TOG,0,0,0,0,0.0,0.0,0
2004,Summer,SGP,0,0,0,0,0.0,0.0,0
2004,Summer,PHI,0,0,0,0,0.0,0.0,0
2004,Summer,MRI,0,0,0,0,0.0,0.0,0
2004,Summer,FIJ,0,0,0,0,0.0,0.0,0
2004,Summer,GUY,0,0,0,0,0.0,0.0,0
2004,Summer,ECU,0,0,0,0,0.0,0.0,0
2004,Summer,GBS,0,0,0,0,0.0,0.0,0
2004,Summer,GEQ,0,0,0,0,0.0,0.0,0
2004,Summer,ZAM,0,0,0,0,0.0,0.0,0
2004,Summer,MAW,0,0,0,0,0.0,0.0,0
2004,Summer,BHU,0,0,0,0,0.0,0.0,0
2004,Summer,GUM,0,0,0,0,0.0,0.0,0
2004,Summer,ALB,0,0,0,0,0.0,0.0,0
2004,Summer,URU,0,0,0,0,0.0,0.0,0
2004,Summer,SKN,0,0,0,0,0.0,0.0,0
2004,Summer,SRI,0,0,0,0,0.0,0.0,0
2004,Summer,PAN,0,0,0,0,0.0,0.0,0
2004,Summer,MOZ,0,0,0,0,0.0,0.0,0
2004,Summer,IVB,0,0,0,0,0.0,0.0,0
2004,Summer,STP,0,0,0,0,0.0,0.0,0
2004,Summer,SUR,0,0,0,0,0.0,0.0,0
2004,Summer,BOL,0,0,0,0,0.0,0.0,0
2004,Summer,LUX,0,0,0,0,0.0,0.0,0
2004,Summer,VIN,0,0,0,0,0.0,0.0,0
2004,Summer,NRU,0,0,0,0,0.0,0.0,0
2004,Summer,MON,0,0,0,0,0.0,0.0,0
2004,Summer,GUI,0,0,0,0,0.0,0.0,0
2004,Summer,ESA,0,0,0,0,0.0,0.0,0
2004,Summer,RWA,0,0,0,0,0.0,0.0,0
2004,Summer,COM,0,0,0,0,0.0,0.0,0
2004,Summer,SWZ,0,0,0,0,0.0,0.0,0
2004,Summer,VIE,0,0,0,0,0.0,0.0,0
2004,Summer,ISV,0,0,0,0,0.0,0.0,0
2004,Summer,BIH,0,0,0,0,0.0,0.0,0
2004,Summer,PLW,0,0,0,0,0.0,0.0,0
2004,Summer,CAY,0,0,0,0,0.0,0.0,0
2004,Summer,CPV,0,0,0,0,0.0,0.0,0
2004,Summer,BDI,0,0,0,0,0.0,0.0,0
2004,Summer,LIE,0,0,0,0,0.0,0.0,0
2004,Summer,LCA,0,0,0,0,0.0,0.0,0
2004,Summer,AHO,0,0,0,0,0.0,0.0,0
2004,Summer,COK,0,0,0,0,0.0,0.0,0
2004,Summer,TGA,0,0,0,0,0.0,0.0,0
2004,Summer,CAM,0,0,0,0,0.0,0.0,0
2004,Summer,MKD,0,0,0,0,0.0,0.0,0
2004,Summer,DMA,0,0,0,0,0.0,0.0,0
2004,Summer,MTN,0,0,0,0,0.0,0.0,0
2004,Summer,VAN,0,0,0,0,0.0,0.0,0
2004,Summer,SOL,0,0,0,0,0.0,0.0,0
2004,Summer,ASA,0,0,0,0,0.0,0.0,0
2004,Summer,LES,0,0,0,0,0.0,0.0,0
2004,Summer,KIR,0,0,0,0,0.0,0.0,0
2004,Summer,CHA,0,0,0,0,0.0,0.0,0
2004,Summer,MYA,0,0,0,0,0.0,0.0,0
2004,Summer,GAM,0,0,0,0,0.0,0.0,0
2004,Summer,BUR,0,0,0,0,0.0,0.0,0
2004,Summer,LBR,0,0,0,0,0.0,0.0,0
2006,Winter,GER,29,11,12,6,13.0,16.0,0
2006,Winter,USA,25,9,9,7,17.0,8.0,0
2006,Winter,CAN,24,7,10,7,8.0,16.0,0
2006,Winter,AUT,23,9,7,7,17.0,6.0,0
2006,Winter,RUS,22,8,6,8,11.0,11.0,0
2006,Winter,NOR,19,2,8,9,15.0,4.0,0
2006,Winter,SUI,14,5,4,5,8.0,6.0,0
2006,Winter,SWE,14,7,2,5,5.0,9.0,0
2006,Winter,ITA,11,5,0,6,8.0,3.0,1
2006,Winter,KOR,11,6,3,2,7.0,4.0,0
2006,Winter,CHN,11,2,4,5,2.0,9.0,0
2006,Winter,FIN,9,0,6,3,7.0,2.0,0
2006,Winter,FRA,9,3,2,4,6.0,3.0,0
2006,Winter,NED,9,3,2,4,5.0,4.0,0
2006,Winter,CZE,4,1,2,1,2.0,2.0,0
2006,Winter,CRO,3,1,2,0,1.0,2.0,0
2006,Winter,EST,3,3,0,0,1.0,2.0,0
2006,Winter,UKR,2,0,0,2,1.0,1.0,0
2006,Winter,AUS,2,1,0,1,1.0,1.0,0
2006,Winter,POL,2,0,1,1,1.0,1.0,0
2006,Winter,GBR,1,0,1,0,0.0,1.0,0
2006,Winter,BLR,1,0,1,0,1.0,0.0,0
2006,Winter,JPN,1,1,0,0,0.0,1.0,0
2006,Winter,LAT,1,0,0,1,1.0,0.0,0
2006,Winter,SVK,1,0,1,0,1.0,0.0,0
2006,Winter,BUL,1,0,1,0,0.0,1.0,0
2006,Winter,GEO,0,0,0,0,0.0,0.0,0
2006,Winter,UZB,0,0,0,0,0.0,0.0,0
2006,Winter,ARG,0,0,0,0,0.0,0.0,0
2006,Winter,IND,0,0,0,0,0.0,0.0,0
2006,Winter,KAZ,0,0,0,0,0.0,0.0,0
2006,Winter,CHI,0,0,0,0,0.0,0.0,0
2006,Winter,LIB,0,0,0,0,0.0,0.0,0
2006,Winter,ROU,0,0,0,0,0.0,0.0,0
2006,Winter,AND,0,0,0,0,0.0,0.0,0
2006,Winter,BRA,0,0,0,0,0.0,0.0,0
2006,Winter,ESP,0,0,0,0,0.0,0.0,0
2006,Winter,TUR,0,0,0,0,0.0,0.0,0
2006,Winter,ARM,0,0,0,0,0.0,0.0,0
2006,Winter,SLO,0,0,0,0,0.0,0.0,0
2006,Winter,NZL,0,0,0,0,0.0,0.0,0
2006,Winter,ALG,0,0,0,0,0.0,0.0,0
2006,Winter,ISL,0,0,0,0,0.0,0.0,0
2006,Winter,KEN,0,0,0,0,0.0,0.0,0
2006,Winter,KGZ,0,0,0,0,0.0,0.0,0
2006,Winter,RSA,0,0,0,0,0.0,0.0,0
